,Unnamed: 0,Tweet,Sarcasm (yes/no),clean_text
495,495,I genuinely love this movie.,no,genuinely love movie
496,496,Because athletes really make everything better.,yes,athletes really make everything better
497,497,I am always excited for this book.,no,always excited book
498,498,I just love when scientists happens.,yes,love scientists happens
499,499,Can't wait for more of the concert.,yes,cant wait concert
500,500,musicians are genuinely amazing.,no,musicians genuinely amazing
501,501,Can't wait for more of the conference.,no,cant wait conference
502,502,this book have always been great.,no,book always great
503,503,I find musicians to be wonderful.,no,find musicians wonderful
504,504,Can't wait for more of doctors.,no,cant wait doctors
505,505,"Oh great, another doctors. Just what I needed.",yes,oh great another doctors needed
506,506,this movie have always been great.,no,movie always great
507,507,I find artists to be wonderful.,no,find artists wonderful
508,508,I am always excited for my new phone.,no,always excited new phone
509,509,I find doctors to be wonderful.,no,find doctors wonderful
510,510,Had a great time with engineers.,no,great time engineers
511,511,I just love when artists happens.,yes,love artists happens
512,512,the game are truly inspiring.,no,game truly inspiring
513,513,"Oh great, another artists. Just what I needed.",yes,oh great another artists needed
514,514,Can't wait for more of vegetarians.,no,cant wait vegetarians
515,515,"Everyone loves engineers, right?",yes,everyone loves engineers right
516,516,I genuinely love artists.,no,genuinely love artists
517,517,"this movie are so wonderful, said no one ever.",yes,movie wonderful said one
518,518,artists have always been great.,no,artists always great
519,519,Nothing better than a the concert moment.,yes,nothing better concert moment
520,520,"engineers are so wonderful, said no one ever.",yes,engineers wonderful said one
521,521,Had a great time with artists.,no,great time artists
522,522,"Oh great, another the conference. Just what I needed.",yes,oh great another conference needed
523,523,the game have always been great.,no,game always great
524,524,Because engineers really make everything better.,yes,engineers really make everything better
525,525,the meal are genuinely amazing.,no,meal genuinely amazing
526,526,I find the concert to be wonderful.,no,find concert wonderful
527,527,"scientists are so wonderful, said no one ever.",yes,scientists wonderful said one
528,528,Because the workshop really make everything better.,yes,workshop really make everything better
529,529,I find the conference to be wonderful.,no,find conference wonderful
530,530,artists are genuinely amazing.,no,artists genuinely amazing
531,531,I just love when this movie happens.,yes,love movie happens
532,532,artists are truly inspiring.,no,artists truly inspiring
533,533,"the concert are so wonderful, said no one ever.",yes,concert wonderful said one
534,534,I am always excited for the game.,no,always excited game
535,535,I am always excited for the conference.,no,always excited conference
536,536,the concert have always been great.,no,concert always great
537,537,Nothing better than a athletes moment.,yes,nothing better athletes moment
538,538,Can't wait for more of doctors.,no,cant wait doctors
539,539,I am always excited for engineers.,no,always excited engineers
540,540,engineers are truly inspiring.,no,engineers truly inspiring
541,541,"Everyone loves artists, right?",yes,everyone loves artists right
542,542,the game have always been great.,no,game always great
543,543,the game are genuinely amazing.,no,game genuinely amazing
544,544,Had a great time with this book.,no,great time book
545,545,I just love when the conference happens.,yes,love conference happens
546,546,Had a great time with the concert.,no,great time concert
547,547,I am always excited for doctors.,no,always excited doctors
548,548,I just love when the conference happens.,yes,love conference happens
549,549,Nothing better than a the conference moment.,yes,nothing better conference moment
550,550,Can't wait for more of artists.,no,cant wait artists
551,551,"Everyone loves athletes, right?",yes,everyone loves athletes right
552,552,I genuinely love the workshop.,no,genuinely love workshop
553,553,"Oh great, another this book. Just what I needed.",yes,oh great another book needed
554,554,I am always excited for writers.,no,always excited writers
555,555,the game are truly inspiring.,no,game truly inspiring
556,556,I find writers to be wonderful.,no,find writers wonderful
557,557,"Had a the workshop, best experience ever. Not.",yes,workshop best experience
558,558,"the concert are so wonderful, said no one ever.",yes,concert wonderful said one
559,559,"Oh great, another artists. Just what I needed.",yes,oh great another artists needed
560,560,this movie are truly inspiring.,no,movie truly inspiring
561,561,I am always excited for the workshop.,no,always excited workshop
562,562,I genuinely love the concert.,no,genuinely love concert
563,563,Can't wait for more of writers.,yes,cant wait writers
564,564,Can't wait for more of this book.,yes,cant wait book
565,565,"Oh great, another the meal. Just what I needed.",yes,oh great another meal needed
566,566,I genuinely love writers.,no,genuinely love writers
567,567,"Everyone loves the concert, right?",yes,everyone loves concert right
568,568,Because athletes really make everything better.,yes,athletes really make everything better
569,569,Can't wait for more of artists.,yes,cant wait artists
570,570,I genuinely love my new phone.,no,genuinely love new phone
571,571,Can't wait for more of the game.,no,cant wait game
572,572,the concert are genuinely amazing.,no,concert genuinely amazing
573,573,"the game are so wonderful, said no one ever.",yes,game wonderful said one
574,574,Can't wait for more of writers.,yes,cant wait writers
575,575,I just love when this book happens.,yes,love book happens
576,576,I genuinely love musicians.,no,genuinely love musicians
577,577,my new phone have always been great.,no,new phone always great
578,578,Can't wait for more of engineers.,yes,cant wait engineers
579,579,engineers are genuinely amazing.,no,engineers genuinely amazing
580,580,"Had a artists, best experience ever. Not.",yes,artists best experience
581,581,I am always excited for musicians.,no,always excited musicians
582,582,Can't wait for more of engineers.,no,cant wait engineers
583,583,"scientists are so wonderful, said no one ever.",yes,scientists wonderful said one
584,584,"Everyone loves artists, right?",yes,everyone loves artists right
585,585,"Everyone loves engineers, right?",yes,everyone loves engineers right
586,586,I just love when the meal happens.,yes,love meal happens
587,587,I genuinely love my new phone.,no,genuinely love new phone
588,588,I just love when the meal happens.,yes,love meal happens
589,589,Nothing better than a the meal moment.,yes,nothing better meal moment
590,590,I genuinely love athletes.,no,genuinely love athletes
591,591,Had a great time with scientists.,no,great time scientists
592,592,I find artists to be wonderful.,no,find artists wonderful
593,593,"Oh great, another this movie. Just what I needed.",yes,oh great another movie needed
594,594,I just love when my new phone happens.,yes,love new phone happens
595,595,this book are truly inspiring.,no,book truly inspiring
596,596,"Everyone loves musicians, right?",yes,everyone loves musicians right
597,597,I am always excited for scientists.,no,always excited scientists
598,598,I find this book to be wonderful.,no,find book wonderful
599,599,athletes are truly inspiring.,no,athletes truly inspiring
